accuracy,recall,precision,f1,model,task
0.7283040272263188,0.20355811906912988,0.5527986904349832,0.20894004850538214,svm_TFIDF,emotion
0.7107203630175837,0.16808510638297872,0.28506530380465644,0.14125915466124253,svm_BOW,emotion
